Disease,Symptom
C0014118,C0020649
C0014118,C0010200
C0014118,C1513183
C0014118,C0238844
C0014118,C0043096
C0014118,C0043096
C0014118,C0232118
C0014118,C0086439
C0031039,C0232267
C0031039,C0013404
C0031039,C0392680
C0031039,C0578150
C0031039,C0018800
C0031039,C0020649
C0031039,C0241235
C0031039,C0427055
C0031039,C0030193
C0031039,C0028961
C0031039,C0312422
C0031039,C0728899
C0001973,C0040822
C0001973,C0233762
C0001973,C0438696
C0001973,C0424337
C0001973,C0022107
C0001973,C0150041
C0001973,C0424000
C0001973,C0233647
C0001973,C0036572
C0001973,C0237154
C0001973,C0917801
C0001973,C0041657
C0001973,C0030318
C0001973,C0238844
C0001973,C0392680
C0032326,C0013404
C0032326,C0425560
C0032326,C0019079
C0032326,C0010200
C0032326,C0020440
C0032326,C0037580
C0032326,C0242453
C0032326,C0085631
C0011206,C1273573
C0011206,C0424092
C0011206,C0020625
C0011206,C0558089
C0011206,C0424000
C0011206,C0241526
C0011206,C0233481
C0011206,C0013144
C0011206,C0233762
C0011206,C0438696
C0011206,C0015967
C0011206,C0011991
C0027947,C1096646
C0027947,C0038002
C0027947,C0028081
C0027947,C0277797
C0027947,C0221198
C0027947,C1260880
C0027947,C0085593
C0027947,C0010200
C0027947,C0746619
C0027947,C0020598
C0027947,C0028961
C0027947,C0427629
C0027947,C0476273
C0020433,C0010520
C0020433,C0231835
C0020433,C0233070
C0020433,C0428977
C0020433,C0006157
C0020433,C0332601
C0020433,C0010200
C0020433,C0231528
C0021400,C0242143
C0021400,C0015967
C0021400,C0008033
C0021400,C1260880
C0021400,C0242429
C0021400,C0231218
C0021400,C0742985
C0021400,C0436331
C0021400,C0085593
C0021400,C0240962
C0021400,C0277873
C0021400,C0013428
C0021400,C0542073
C0021400,C0018681
C0021400,C0037383
C0021400,C0037384
C0021400,C0457097
C0021400,C0392680
C0021400,C0476273
C0021400,C0312422
C0021400,C0277794
C0439857,C0728899
C0439857,C0040822
C0439857,C0085631
C0439857,C0438696
C0439857,C0237154
C0439857,C0242453
C0439857,C0023380
C0439857,C0036572
C0439857,C0231530
C0439857,C0848340
C0439857,C0150041
C0439857,C0581911
C0439857,C0034642
C0087086,C0086439
C0087086,C0003123
C0087086,C0235396
C0087086,C0392680
C0087086,C0239981
C0087086,C0033774
C0087086,C0234233
C0087086,C0578150
C0087086,C0427055
C0087086,C0042963
C0087086,C0241252
C0008325,C0859032
C0008325,C0027497
C0008325,C0000737
C0008325,C0277977
C0008325,C0016204
C0008325,C0232488
C0008325,C0030193
C0008325,C0003962
C0008325,C0011991
C0008325,C0151878
C0008325,C0425560
C0008325,C0541992
C0008325,C0232201
C0008325,C0425449
C0008325,C0009806
C0008325,C0474505
C0008325,C0702118
C0019291,C0000737
C0019291,C0231230
C0019291,C0240805
C0019291,C0042963
C0019291,C0027497
C0019291,C0231528
C0019291,C0020625
C0019291,C0234233
C0019291,C0858924
C0019291,C0231807
C0019291,C0232766
C0019291,C0744492
C0019291,C0239832
C0019291,C0018681
C0019291,C0085636
C0149931,C0002416
C0149931,C0042963
C0149931,C0012833
C0149931,C0028643
C0149931,C0027497
C0149931,C0015967
C0149931,C0038002
C0030312,C0020639
C0030312,C0015672
C0030312,C0019080
C0030312,C0231230
C0030312,C0332601
C0030312,C0241252
C0030312,C0232488
C0008350,C0042963
C0008350,C0027497
C0008350,C0000737
C0008350,C0030193
C0008350,C0332601
C0008350,C0003962
C0008350,C0205400
C0008350,C0234233
C0008350,C0011991
C0008350,C0277797
C0008350,C0030252
C0039239,C0238705
C0039239,C0038990
C0039239,C0556346
C0039239,C0438716
C0039239,C0241158
C0039239,C0425560
C0039239,C0149746
C0039239,C0392680
C0039239,C0520888
C0039239,C0042963
C0039239,C0000737
C1258215,C0549483
C1258215,C0000727
C1258215,C0740844
C1258215,C0425491
C1258215,C0232498
C1258215,C0027497
C1258215,C0234233
C1258215,C0016204
C1258215,C0011991
C1258215,C0577559
C1258215,C0277797
C1258215,C0009806
C1258215,C0205400
C1258215,C0232995
C1258215,C0000737
C0001511,C0016204
C0001511,C0030193
C0001511,C0456091
C0001511,C0233070
C0001511,C0042963
C0001511,C0034079
C0001511,C0006157
C0001511,C0392680
C0001511,C0043096
C0001511,C0231441
C0001511,C1273573
C0001511,C0233763
C0001511,C0424000
C0011253,C0240233
C0011253,C0392701
C0011253,C0150041
C0011253,C0085631
C0011253,C0233762
C0011253,C0022107
C0011253,C0917801
C0011253,C0233647
C0011253,C0455204
C0011253,C0578859
C0011253,C0233481
C0011253,C0231187
C0011253,C0558089
C0011253,C0007398
C0011253,C0438696
C0011253,C0558261
C0011253,C0312422
C0011253,C0424109
C0011253,C0338656
C0011253,C0022107
C0011253,C0085631
C0233472,C0277794
C0233472,C0917801
C0233472,C0014394
C0233472,C0376405
C0233472,C0150041
C0233472,C0233763
C0233472,C0425251
C0233472,C0242453
C0011127,C0232257
C0011127,C0871754
C0011127,C0015967
