Disease_UMLS,Disease_CUI,Symptom,Symptom_CUI
varizellen,C0008049,exanthem,C0015230
varizellen,C0008049,fieber,C0015967
varizellen,C0008049,kopfschmerzen,C0018681
varizellen,C0008049,pruritus,C0033774
bronchopneumonie,C0006285,husten,C0010200
bronchopneumonie,C0006285,fieber,C0015967
syndrom der vorderen spinalarterie,C0221069,schmerzen nnb,C0030193
syndrom der vorderen spinalarterie,C0221069,nystagmus,C0028738
syndrom der vorderen spinalarterie,C0221069,sehstoerungen,C0547030
syndrom der vorderen spinalarterie,C0221069,ohrgeraeusche,C0040264
syndrom der vorderen spinalarterie,C0221069,sensibilitaetsstoerungen der haut,C0012766
syndrom der vorderen spinalarterie,C0221069,uebelkeit,C0027497
syndrom der vorderen spinalarterie,C0221069,zerebellaere ataxie,C0007758
lambert - eaton syndrom,C0022972,ptosis,C0033377
lambert - eaton syndrom,C0022972,obstipation,C0009806
fibromyalgie,C0016053,hyperhidrosis,C0020458
fibromyalgie,C0016053,tremor,C0040822
fibromyalgie,C0016053,globusgefuehl des pharynx,C0423600
katatonie,C0007398,stupor,C0085628
katatonie,C0007398,flexibilitas cerea,C0233612
katatonie,C0007398,mutismus,C0026884
katatonie,C0007398,echolalie,C0013528
schwartz - bartter - syndrom,C0021141,appetitlosigkeit,C0003123
schwartz - bartter - syndrom,C0021141,muskelkraempfe,C0026821
schwartz - bartter - syndrom,C0021141,persoenlichkeitsveraenderung,C0240735
schwartz - bartter - syndrom,C0021141,stupor,C0085628
schwartz - bartter - syndrom,C0021141,hyponatriaemie,C0020625
schwartz - bartter - syndrom,C0021141,uebelkeit,C0027497
schwartz - bartter - syndrom,C0021141,erbrechen,C0042963
schwartz - bartter - syndrom,C0021141,kopfschmerzen,C0018681
schwartz - bartter - syndrom,C0021141,inappetenz,C0232462
schwartz - bartter - syndrom,C0021141,reizbarkeit,C0022107
von - willebrand - krankheit,C0042974,epistaxis,C0014591
von - willebrand - krankheit,C0042974,zahnextraktion,C0040440
von - willebrand - krankheit,C0042974,menorrhagie,C0025323
von - willebrand - krankheit,C0042974,haemarthros,C0018924
bleivergiftung,C0023176,bleisaum,C0544864
bleivergiftung,C0023176,polyneuropathie,C0152025
bleivergiftung,C0023176,enzephalopathie,C0085584
zervixkarzinom,C0302592,metrorrhagie,C0025874
zervixkarzinom,C0302592,fluor,C0016330
zervixkarzinom,C0302592,schmerzen nnb,C0030193
leberinsuffizienz,C1306571,foetor hepaticus,C0239571
leberinsuffizienz,C1306571,tremor,C0040822
leberinsuffizienz,C1306571,koma,C0009421
leberinsuffizienz,C1306571,hypotonie,C0020649
leberinsuffizienz,C1306571,hyperventilation,C0020578
leberinsuffizienz,C1306571,pruritus,C0033774
diphtherie,C0012546,rachendiphtherie,C0012556
diphtherie,C0012546,fieber,C0015967
diphtherie,C0012546,erbrechen,C0042963
diphtherie,C0012546,husten,C0010200
diphtherie,C0012546,myokarditis,C0027059
diphtherie,C0012546,polyneuritis,C0032541
diphtherie,C0012546,pneumonie,C0032285
akromegalie,C0001206,makroglossie,C0009677
akromegalie,C0001206,kopfschmerzen,C0018681
akromegalie,C0001206,hypertonie,C0020538
akromegalie,C0001206,hyperhidrosis,C0020458
akromegalie,C0001206,hypertrichose,C0020555
akromegalie,C0001206,arthralgie,C0003862
akromegalie,C0001206,hypaesthesie,C0020580
akromegalie,C0001206,sehstoerungen,C0547030
antiphospholipidsyndrom,C0085278,sehverlust,C0456909
antiphospholipidsyndrom,C0085278,sonstiger hoerverlust,C0494562
antiphospholipidsyndrom,C0085278,krampfanfall,C0036572
antiphospholipidsyndrom,C0085278,migraene,C0149931
antiphospholipidsyndrom,C0085278,nierenvenenthrombose,C0238457
antiphospholipidsyndrom,C0085278,proteinurie,C0033687
antiphospholipidsyndrom,C0085278,hypertonie,C0020538
antiphospholipidsyndrom,C0085278,thrombozytopenie,C0040034
antiphospholipidsyndrom,C0085278,haemolyse,C0019054
antiphospholipidsyndrom,C0085278,anaemie,C0002871
antiphospholipidsyndrom,C0085278,blutung,C0019080
antiphospholipidsyndrom,C0085278,raynaud,C0034734
antiphospholipidsyndrom,C0085278,livedo reticularis,C0085642
antiphospholipidsyndrom,C0085278,myokardinfarkt,C0027051
antiphospholipidsyndrom,C0085278,embolie,C0013922
antiphospholipidsyndrom,C0085278,schlaganfall,C0038454
antiphospholipidsyndrom,C0085278,"abort , habitueller",C0000809
hyperaldosteronismus,C0020428,hypertonie,C0020538
hyperaldosteronismus,C0020428,hypokaliaemie,C0020621
hyperaldosteronismus,C0020428,metabolische alkalose,C0220983
arthritis,C0003864,trauma,C0043251
arthritis,C0003864,atemwegsinfektion,C0035243
schilddruesenkarzinom,C0007115,dysphagie,C0011168
schilddruesenkarzinom,C0007115,dyspnoe,C0013404
schilddruesenkarzinom,C0007115,husten,C0010200
zerebrale venenthrombose,C0151945,druckschmerz,C0234233
zerebrale venenthrombose,C0151945,sehstoerungen,C0547030
zerebrale venenthrombose,C0151945,schmerzen nnb,C0030193
zerebrale venenthrombose,C0151945,oedem,C0013604
zerebrale venenthrombose,C0151945,epileptischer anfall,C0014544
zerebrale venenthrombose,C0151945,kopfschmerzen,C0018681
zerebrale venenthrombose,C0151945,uebelkeit,C0027497
zerebrale venenthrombose,C0151945,sehstoerungen,C0547030
zerebrale venenthrombose,C0151945,fieber,C0015967
zerebrale venenthrombose,C0151945,leukozytose,C0023518
zerebrale venenthrombose,C0151945,fokale anfaelle,C0751495
zerebrale venenthrombose,C0151945,abduzensparese,C0271355
zerebrale venenthrombose,C0151945,stauungspapille,C0030353
laehmung des nervus laryngeus recurrens,C0542142,atemnot,C0013404
laehmung des nervus laryngeus recurrens,C0542142,stridor,C0038450
nierenzellkarzinom,C0007134,haematurie,C0018965
nierenzellkarzinom,C0007134,varikozele,C0042341
nierenzellkarzinom,C0007134,hyperkalzaemie,C0020437
nierenzellkarzinom,C0007134,hypertonie,C0020538
nierenzellkarzinom,C0007134,polyglobulie,C1868945
nierenzellkarzinom,C0007134,flankenschmerz,C0016199
nierenzellkarzinom,C0007134,unbeabsichtigter gewichtsverlust,C2363736
nierenzellkarzinom,C0007134,abgeschlagenheit,C0015672
nierenzellkarzinom,C0007134,fieber,C0015967
nierenzellkarzinom,C0007134,anaemie,C0002871
urolithiasis,C0451641,erbrechen,C0042963
urolithiasis,C0451641,subileus,C0919671
urolithiasis,C0451641,haematurie,C0018965
urolithiasis,C0451641,mikrohaematurie,C0239937
urolithiasis,C0451641,harnleiterkolik,C0152169
urolithiasis,C0451641,brechreiz,C0027497
influenza,C0021400,husten,C0010200
influenza,C0021400,fieber,C0015967
influenza,C0021400,dysphagie,C0011168
influenza,C0021400,kopfschmerzen,C0018681
influenza,C0021400,schuettelfrost,C0085593
clostridien - gastroenteritis,C0520764,gasbrand,C1963891
clostridien - gastroenteritis,C0520764,peritonitis,C0031154
clostridien - gastroenteritis,C0520764,lebensmittelvergiftung,C0016479
clostridien - gastroenteritis,C0520764,nekrotisierende enterokolitis,C0520459
clostridien - gastroenteritis,C0520764,botulismus,C0006057
clostridien - gastroenteritis,C0520764,tetanus,C0039614
clostridien - gastroenteritis,C0520764,pseudomembranoese kolitis,C1257843
reye syndrom,C0035400,erbrechen,C0042963
reye syndrom,C0035400,hypoglykaemie,C0020615
reye syndrom,C0035400,enzephalopathie,C0085584
reye syndrom,C0035400,erbrechen,C0042963
reye syndrom,C0035400,somnolenz,C0013144
reye syndrom,C0035400,lethargie,C0023380
reye syndrom,C0035400,leberfunktionsstoerung,C0086565
porphyrie,C0032708,adynamie,C0235704
porphyrie,C0032708,polyneuropathie,C0152025
porphyrie,C0032708,paraesthesien und dysaesthesien,C0852415
porphyrie,C0032708,bauchschmerzen,C0000737
porphyrie,C0032708,uebelkeit,C0027497
porphyrie,C0032708,kraempfe,C0026821
porphyrie,C0032708,paralysen und paresen ( ausschl . hirnnerven ),C1697844
porphyrie,C0032708,psychiatrische symptome ane,C0852553
porphyrie,C0032708,sinustachykardie,C0039239
porphyrie,C0032708,hypertonie,C0020538
fazialisparese,C0376175,nasolabialfalte,C0221328
fazialisparese,C0376175,platysma,C0224176
kawasaki syndrom,C0026691,stomatitis,C0038362
kawasaki syndrom,C0026691,palmarerythem,C0014745
kawasaki syndrom,C0026691,fieber,C0015967
kawasaki syndrom,C0026691,lymphadenopathie,C0497156
kawasaki syndrom,C0026691,exanthem,C0015230
kawasaki syndrom,C0026691,enanthem,C0014034
kawasaki syndrom,C0026691,himbeerzunge,C0241262
kawasaki syndrom,C0026691,konjunktivitis,C0009763
diabetische nephropathie,C0011881,albuminurie,C0001925
diabetische nephropathie,C0011881,hyperlipidaemie,C0020473
scharlach,C0036285,dysphagie,C0011168
scharlach,C0036285,husten,C0010200
scharlach,C0036285,erbrechen,C0042963
scharlach,C0036285,kopfschmerzen,C0018681
scharlach,C0036285,pharyngitis,C0031350
scharlach,C0036285,angina tonsillaris,C0031157
scharlach,C0036285,enanthem,C0014034
scharlach,C0036285,himbeerzunge,C0241262
scharlach,C0036285,exanthem,C0015230
scharlach,C0036285,blaesse,C0030232
scharlach,C0036285,fieber,C0015967
scharlach,C0036285,uebelkeit,C0027497
scharlach,C0036285,tonsillitis,C0040425
gastritis,C0017152,bauchschmerzen,C0000737
gastritis,C0017152,voellegefuehl,C3714614
gastritis,C0017152,nausea,C0027497
gastritis,C0017152,erbrechen,C0042963
gastritis,C0017152,inappetenz,C0232462
spannungspneumothorax,C0264558,sinustachykardie,C0039239
spannungspneumothorax,C0264558,dyspnoe,C0013404
spannungspneumothorax,C0264558,hypotonie,C0020649
spannungspneumothorax,C0264558,zyanose,C0010520
spannungspneumothorax,C0264558,hypoxie,C0242184
spannungspneumothorax,C0264558,schock,C0036974
cholesteatom,C0008373,ohrenschmerzen,C0013456
cholesteatom,C0008373,schallleitungsschwerhoerigkeit,C0018777
cholesteatom,C0008373,kopfschmerzen,C0018681
cholesteatom,C0008373,fieber,C0015967
perikarditis,C0031046,angina pectoris,C0002962
perikarditis,C0031046,lymphozytose,C0024282
"hydrozephalus , normaldruck",C0020258,gangstoerungen,C0575081
"hydrozephalus , normaldruck",C0020258,harninkontinenz,C0042024
"hydrozephalus , normaldruck",C0020258,kleinschrittiger gang,C1112468
"hydrozephalus , normaldruck",C0020258,harninkontinenz,C0042024
oesophaguskarzinom,C0152018,schluckbeschwerden,C0011168
oesophaguskarzinom,C0152018,unbeabsichtigter gewichtsverlust,C2363736
oesophaguskarzinom,C0152018,schmerzen nnb,C0030193
oesophaguskarzinom,C0152018,melaena,C0025222
oesophaguskarzinom,C0152018,haematemesis,C0018926
oesophaguskarzinom,C0152018,regurgitation,C2004489
oesophaguskarzinom,C0152018,erbrechen,C0042963
oesophaguskarzinom,C0152018,oesophageale dysphagie,C0267072
oesophaguskarzinom,C0152018,rueckenschmerzen,C0004604
oesophaguskarzinom,C0152018,appetitlosigkeit,C0003123
oesophaguskarzinom,C0152018,heiserkeit,C0019825
oesophaguskarzinom,C0152018,regurgitation,C2004489
oesophaguskarzinom,C0152018,schluckbeschwerden,C0011168
oesophaguskarzinom,C0152018,angina pectoris,C0002962
oesophaguskarzinom,C0152018,hypersalivation,C0037036
oesophaguskarzinom,C0152018,hypersalivation,C0037036
oesophaguskarzinom,C0152018,heiserkeit,C0019825
oesophaguskarzinom,C0152018,dysphagie,C0011168
hepatozellulaeres karzinom,C2239176,pfortaderthrombose,C0155773
hepatozellulaeres karzinom,C2239176,druckschmerz,C0234233
hepatozellulaeres karzinom,C2239176,abmagerung,C0013911
hepatozellulaeres karzinom,C2239176,aszites,C0003962
hepatozellulaeres karzinom,C2239176,fieber,C0015967
hepatozellulaeres karzinom,C2239176,polyglobulie,C1868945
essentielle thrombozythaemie,C0040028,sehstoerungen,C0547030
essentielle thrombozythaemie,C0040028,kopfschmerzen,C0018681
essentielle thrombozythaemie,C0040028,schwindel,C0012833
essentielle thrombozythaemie,C0040028,tinnitus,C0040264
essentielle thrombozythaemie,C0040028,nachtschweiss,C0028081
essentielle thrombozythaemie,C0040028,epistaxis,C0014591
essentielle thrombozythaemie,C0040028,zahnfleischbluten,C0017565
essentielle thrombozythaemie,C0040028,haematom,C0018944
essentielle thrombozythaemie,C0040028,paraesthesien und dysaesthesien,C0852415
essentielle thrombozythaemie,C0040028,erythromelalgie,C0014804
essentielle thrombozythaemie,C0040028,erythromelalgie,C0014804
essentielle thrombozythaemie,C0040028,schwindel,C0012833
essentielle thrombozythaemie,C0040028,kopfschmerzen,C0018681
essentielle thrombozythaemie,C0040028,sehstoerungen,C0547030
essentielle thrombozythaemie,C0040028,haemorrhagische diathese,C0019087
essentielle thrombozythaemie,C0040028,splenomegalie,C0038002
essentielle thrombozythaemie,C0040028,hyperurikaemie,C0740394
essentielle thrombozythaemie,C0040028,leukozytose,C0023518
schlafapnoesyndrom der oberen luftwege,C0751761,mundatmung,C0026635
schlafapnoesyndrom der oberen luftwege,C0751761,schallleitungsschwerhoerigkeit,C0018777
schlafapnoesyndrom der oberen luftwege,C0751761,schnarchen,C0037384
schlafapnoesyndrom der oberen luftwege,C0751761,husten,C0010200
chronische bronchitis,C0008677,auskultation,C0004339
gehirntumor boesartig,C0153633,kopfschmerzen,C0018681
gehirntumor boesartig,C0153633,nausea,C0027497
gehirntumor boesartig,C0153633,erbrechen,C0042963
gehirntumor boesartig,C0153633,krampfanfaelle,C0036572
gehirntumor boesartig,C0153633,stauungspapille,C0030353
subclavian - steal syndrom,C0038531,schwindel,C0012833
subclavian - steal syndrom,C0038531,bewusstlosigkeit,C0041657
subclavian - steal syndrom,C0038531,sehstoerungen,C0547030
subclavian - steal syndrom,C0038531,ohrgeraeusche,C0040264
subclavian - steal syndrom,C0038531,sensibilitaetsstoerungen der haut,C0012766
subclavian - steal syndrom,C0038531,zerebellaere ataxie,C0007758
subclavian - steal syndrom,C0038531,paraesthesien und dysaesthesien,C0852415
subclavian - steal syndrom,C0038531,schmerzen nnb,C0030193
subclavian - steal syndrom,C0038531,blaesse,C0030232
myokarditis,C0027059,muedigkeit,C0015672
myokarditis,C0027059,fieber,C0015967
myokarditis,C0027059,diarrhoe,C0011991
myokarditis,C0027059,husten,C0010200
myokarditis,C0027059,exanthem,C0015230
myokarditis,C0027059,thoraxschmerz,C0008031
myokarditis,C0027059,palpitationen,C0030252
intertrigo,C0021807,brennen,C0085624
intertrigo,C0021807,pruritus,C0033774
cholangitis,C0008311,schmerzen nnb,C0030193
cholangitis,C0008311,ikterus,C0022346
cholangitis,C0008311,fieber,C0015967
cholangitis,C0008311,fieber,C0015967
cholangitis,C0008311,ikterus,C0022346
primaer sklerosierende cholangitis,C0566602,ikterus,C0022346
primaer sklerosierende cholangitis,C0566602,muedigkeit,C0015672
primaer sklerosierende cholangitis,C0566602,abgeschlagenheit,C0015672
primaer sklerosierende cholangitis,C0566602,hepatomegalie,C0019209
primaer sklerosierende cholangitis,C0566602,splenomegalie,C0038002
primaer sklerosierende cholangitis,C0566602,pruritus,C0033774
primaer sklerosierende cholangitis,C0566602,cholestase,C0008370
karzinoid - syndrom,C0024586,asthmaanfall,C0038218
karzinoid - syndrom,C0024586,flush,C0016382
karzinoid - syndrom,C0024586,diarrhoe,C0011991
myeloproliferative erkrankungen ( ausschl . leukaemien ),C0852437,leukozytose,C0023518
myeloproliferative erkrankungen ( ausschl . leukaemien ),C0852437,basophilie,C0702266
myeloproliferative erkrankungen ( ausschl . leukaemien ),C0852437,splenomegalie,C0038002
myeloproliferative erkrankungen ( ausschl . leukaemien ),C0852437,fibrose,C0016059
myeloproliferative erkrankungen ( ausschl . leukaemien ),C0852437,blastenschub,C0005699
akute gastritis,C0149518,schmerzen nnb,C0030193
akute gastritis,C0149518,erbrechen,C0042963
akute gastritis,C0149518,teerstuhl,C0025222
akute gastritis,C0149518,normozytaere anaemie,C0085577
akute gastritis,C0149518,uebelkeit,C0027497
akute gastritis,C0149518,voellegefuehl,C3714614
akute gastritis,C0149518,aufstossen,C0014724
akute gastritis,C0149518,meteorismus,C1291077
rachitis,C0035579,kraniotabes,C0392452
rachitis,C0035579,rachitischer rosenkranz,C0426824
rachitis,C0035579,tetanie,C0039621
rachitis,C0035579,krampfanfaelle,C0036572
rachitis,C0035579,karies,C0011334
uterine myomatose,C3888977,menorrhagie,C0025323
uterine myomatose,C3888977,metrorrhagie,C0025874
uterine myomatose,C3888977,harnblase,C0005682
uterine myomatose,C3888977,akutes abdomen,C0000727
uterine myomatose,C3888977,anaemie,C0002871
uterine myomatose,C3888977,infertilitaet,C0021359
akute myeloische leukaemie,C0023467,abgeschlagenheit,C0015672
akute myeloische leukaemie,C0023467,fieber,C0015967
akute myeloische leukaemie,C0023467,nachtschweiss,C0028081
akute myeloische leukaemie,C0023467,infektanfaelligkeit erhoeht,C0236171
akute myeloische leukaemie,C0023467,petechien,C0031256
akute myeloische leukaemie,C0023467,anaemie,C0002871
otitis media,C0029882,ohrenschmerzen,C0013456
otitis media,C0029882,schallleitungsschwerhoerigkeit,C0018777
otitis media,C0029882,mittelohrerguss,C0029883
commotio cerebri,C0006107,vaskulitis,C0042384
commotio cerebri,C0006107,kopfschmerzen,C0018681
commotio cerebri,C0006107,schwindel,C0012833
refluxoesophagitis,C0014869,dysphagie,C0011168
refluxoesophagitis,C0014869,angina pectoris,C0002962
zystitis,C0010692,dysurie,C0013428
zystitis,C0010692,nykturie,C0028734
zystitis,C0010692,pollakisurie,C0042023
divertikulose,C1510475,blutung,C0019080
divertikulose,C1510475,perforation,C0549099
divertikulose,C1510475,peritonitis,C0031154
fazialisparese,C0376175,mimische muskulatur,C0086625
fazialisparese,C0376175,sprechstoerung,C0037822
fazialisparese,C0376175,hoerstoerung,C0260662
taucherkrankheit,C0011119,schmerzen nnb,C0030193
taucherkrankheit,C0011119,mikroembolien der lunge,C0520546
taucherkrankheit,C0011119,oedem,C0013604
taucherkrankheit,C0011119,sensibilitaetsstoerungen der haut,C0012766
taucherkrankheit,C0011119,sonstiger hoerverlust,C0494562
taucherkrankheit,C0011119,sehverlust,C0456909
taucherkrankheit,C0011119,bewusstlosigkeit,C0041657
taucherkrankheit,C0011119,atemstillstand,C0162297
lewy - koerper - demenz,C0752347,halluzinationen,C0018524
lewy - koerper - demenz,C0752347,verminderte vigilanz,C0920048
lewy - koerper - demenz,C0752347,sonstige stuerze auf gleicher ebene,C0478875
urosepsis,C0149801,schuettelfrost,C0085593
urosepsis,C0149801,fieber,C0015967
urosepsis,C0149801,sinustachykardie,C0039239
urosepsis,C0149801,tachypnoe,C0231835
urosepsis,C0149801,hypotonie,C0020649
urosepsis,C0149801,zyanose,C0010520
urosepsis,C0149801,oligurie,C0028961
Wallenberg Syndrom,C0043019,dysphonie,C1527344
Wallenberg Syndrom,C0043019,dysarthrie,C0013362
Wallenberg Syndrom,C0043019,hypaesthesie,C0020580
Wallenberg Syndrom,C0043019,hypakusis,C1384666
Tonsillenkarzinom,C0558355,schluckbeschwerden,C0011168
Tonsillenkarzinom,C0558355,heiserkeit,C0019825
Tonsillenkarzinom,C0558355,foetor ex ore,C0018520
klatskintumor,C0206702,ikterus,C0022346
klatskintumor,C0206702,pruritus,C0033774
klatskintumor,C0206702,steatorrhoe,C0038238
lymphangitis,C0024225,krankheitsgefuehl,C0231218
lymphangitis,C0024225,fieber,C0015967
lymphangitis,C0024225,schuettelfrost,C0085593
lymphangitis,C0024225,sinustachykardie,C0039239
"ulkus , gastroduodenal",C0030920,voellegefuehl,C3714614
"ulkus , gastroduodenal",C0030920,uebelkeit,C0027497
"ulkus , gastroduodenal",C0030920,erbrechen,C0042963
"ulkus , gastroduodenal",C0030920,unbeabsichtigter gewichtsverlust,C2363736
"ulkus , gastroduodenal",C0030920,appetitlosigkeit,C0003123
"ulkus , gastroduodenal",C0030920,aufstossen,C0014724
"ulkus , gastroduodenal",C0030920,unbeabsichtigter gewichtsverlust,C2363736
"ulkus , gastroduodenal",C0030920,appetitlosigkeit,C0003123
"ulkus , gastroduodenal",C0030920,uebelkeit,C0027497
"ulkus , gastroduodenal",C0030920,voellegefuehl,C3714614
"ulkus , gastroduodenal",C0030920,erbrechen,C0042963
glaukom,C0017601,augenschmerzen,C0151827
glaukom,C0017601,erbrechen,C0042963
glaukom,C0017601,sehverlust,C0456909
glaukom,C0017601,pupillenreflex,C0034941
glaukom,C0017601,kopfschmerzen,C0018681
glaukom,C0017601,rotes auge,C0235267
glaukom,C0017601,erbrechen,C0042963
glaukom,C0017601,uebelkeit,C0027497
schilddruesenbedingte orbitopathie,C3495928,lichtscheu,C0085636
schilddruesenbedingte orbitopathie,C3495928,fremdkoerpergefuehl,C0423602
spondylarthritis,C0949690,sakroiliitis,C0574960
spondylarthritis,C0949690,enthesopathie,C0242490
spondylarthritis,C0949690,iritis,C0022081
spondylarthritis,C0949690,rueckenschmerzen,C0004604
spondylarthritis,C0949690,iritis,C0022081
spondylarthritis,C0949690,iridozyklitis,C0022073
aortenisthmusstenose,C0003492,kopfschmerzen,C0018681
aortenisthmusstenose,C0003492,epistaxis,C0014591
aortenisthmusstenose,C0003492,schwindel,C0012833
aortenisthmusstenose,C0003492,tinnitus,C0040264
aortenisthmusstenose,C0003492,zyanose,C0010520
aortenisthmusstenose,C0003492,hepatosplenomegalie,C0019214
harnverhaltung,C0152032,anurie,C0003460
harnverhaltung,C0152032,ueberlaufinkontinenz,C0375553
malignes neuroleptisches syndrom,C0027849,hyperthermie,C0015967
malignes neuroleptisches syndrom,C0027849,ck,C0201973
stauungspapille,C0030353,kopfschmerzen,C0018681
stauungspapille,C0030353,sehstoerungen,C0547030
stauungspapille,C0030353,optikusatrophie,C0029124
infantile zerebralparese,C0392549,dyskinetisches syndrom,C0013384
netzhautabloesung,C0035305,mouches volantes,C0016242
netzhautabloesung,C0035305,skotom,C0036454
urethritis,C0041976,pruritus,C0033774
haemophilie a,C0019069,haematom,C0018944
haemophilie a,C0019069,epistaxis,C0014591
haemophilie a,C0019069,hypermenorrhoe,C0025323
gaucher - krankheit,C0017205,knochenschmerzen,C0151825
gaucher - krankheit,C0017205,blutungsneigung,C0019087
gaucher - krankheit,C0017205,hypermenorrhoe,C0025323
gaucher - krankheit,C0017205,epistaxis,C0014591
gaucher - krankheit,C0017205,hautblutungen,C0852361
gaucher - krankheit,C0017205,metrorrhagie,C0025874
gaucher - krankheit,C0017205,zahnfleischbluten,C0017565
gaucher - krankheit,C0017205,infektanfaelligkeit erhoeht,C0236171
gaucher - krankheit,C0017205,dyspnoe,C0013404
gaucher - krankheit,C0017205,fetale wachstumsretardierung,C0015934
periphere arterielle verschlusskrankheit,C1704436,schmerzen nnb,C0030193
periphere arterielle verschlusskrankheit,C1704436,schock,C0036974
periphere arterielle verschlusskrankheit,C1704436,paraesthesien und dysaesthesien,C0852415
rhabdomyolyse,C0035410,myalgie,C0231528
rhabdomyolyse,C0035410,myasthenie,C0947912
rhabdomyolyse,C0035410,fieber,C0015967
rhabdomyolyse,C0035410,uebelkeit,C0027497
rhabdomyolyse,C0035410,myoglobinurie,C0027080
rhabdomyolyse,C0035410,hyperkaliaemie,C0020461
rhabdomyolyse,C0035410,hyperurikaemie,C0740394
roeteln,C0035920,masern,C0025007
roeteln,C0035920,exanthema subitum,C0015231
roeteln,C0035920,exanthem,C0015230
akute lymphatische leukaemie,C0023449,fieber,C0015967
akute lymphatische leukaemie,C0023449,nachtschweiss,C0028081
akute lymphatische leukaemie,C0023449,mykosen,C0026946
akute lymphatische leukaemie,C0023449,thrombozytopenie,C0040034
akute lymphatische leukaemie,C0023449,lymphadenopathie,C0497156
akute lymphatische leukaemie,C0023449,splenomegalie,C0038002
akute lymphatische leukaemie,C0023449,anaemie,C0002871
akute lymphatische leukaemie,C0023449,infektanfaelligkeit erhoeht,C0236171
akute lymphatische leukaemie,C0023449,abgeschlagenheit,C0015672
akute lymphatische leukaemie,C0023449,hepatosplenomegalie,C0019214
erythrasma,C0014752,candidose,C0006840
erythrasma,C0014752,kontaktdermatitis,C0011616
erythrasma,C0014752,psoriasis,C0033860
erythrasma,C0014752,"dermatitis , seborrhoische",C0036508
erythrasma,C0014752,tinea corporis,C0040252
nykturie,C0028734,zystitis,C0010692
nykturie,C0028734,blaseninkontinenz,C0042024
nykturie,C0028734,herzinsuffizienz,C0018801
nykturie,C0028734,benigne prostatahyperplasie,C1704272
nykturie,C0028734,niereninsuffizienz,C1565489
nykturie,C0028734,schwangerschaft,C0032961
nykturie,C0028734,diuretika,C0012798
Osteomyelofibrose,C0948968,splenomegalie,C0038002
"allergische alveolitis , exogene",C0002390,kopfschmerzen,C0018681
"allergische alveolitis , exogene",C0002390,schuettelfrost,C0085593
"allergische alveolitis , exogene",C0002390,muedigkeit,C0015672
"allergische alveolitis , exogene",C0002390,unbeabsichtigter gewichtsverlust,C2363736
"allergische alveolitis , exogene",C0002390,fieber,C0015967
"allergische alveolitis , exogene",C0002390,husten,C0010200
"allergische alveolitis , exogene",C0002390,dyspnoe,C0013404
"allergische alveolitis , exogene",C0002390,tachypnoe,C0231835
broca - aphasie,C0003550,paraphasie,C0234488
mastoiditis,C0024904,ohrenschmerz,C0013456
mastoiditis,C0024904,schallleitungsschwerhoerigkeit,C0018777
mastoiditis,C0024904,fieber,C0015967
mastoiditis,C0024904,otorrhoe,C0155540
tetanie,C0039621,paraesthesien und dysaesthesien,C0852415
herxheimer - reaktion,C0259756,fieber,C0015967
herxheimer - reaktion,C0259756,kopfschmerzen,C0018681
herxheimer - reaktion,C0259756,arthralgie,C0003862
herxheimer - reaktion,C0259756,exanthem,C0015230
"sklerose , progressive systemische",C1258104,oedem,C0013604
"sklerose , progressive systemische",C1258104,"atrophie , muskel",C0026846
"sklerose , progressive systemische",C1258104,vasospasmus,C0085616
"sklerose , progressive systemische",C1258104,blaesse,C0030232
"sklerose , progressive systemische",C1258104,sklerodaktylie,C0150988
"sklerose , progressive systemische",C1258104,mikrostomie,C0026034
"sklerose , progressive systemische",C1258104,multiple teleangiektasien,C0235499
"sklerose , progressive systemische",C1258104,myalgie,C0231528
"sklerose , progressive systemische",C1258104,myositis,C0027121
"sklerose , progressive systemische",C1258104,intestinale pseudoobstruktion,C0021847
"sklerose , progressive systemische",C1258104,alveolitis,C0549493
"sklerose , progressive systemische",C1258104,lungenfibrose,C0034069
"sklerose , progressive systemische",C1258104,myokarditis,C0027059
"sklerose , progressive systemische",C1258104,myokardfibrose,C0151654
"sklerose , progressive systemische",C1258104,perikarditis,C0031046
"sklerose , progressive systemische",C1258104,hypertonie,C0020538
"sklerose , progressive systemische",C1258104,niereninfarkt,C0035085
"sklerose , progressive systemische",C1258104,mikroangiopathie,C0155765
"sklerose , progressive systemische",C1258104,sonstige hautveraenderungen,C0478124
"sklerose , progressive systemische",C1258104,arthritis,C0003864
parakeratose,C0030436,psoriasis,C0033860
parakeratose,C0030436,ekzem,C0013595
"morbus still , juvenile form",C0087031,myalgie,C0231528
"morbus still , juvenile form",C0087031,arthralgie,C0003862
"morbus still , juvenile form",C0087031,dysphagie,C0011168
"morbus still , juvenile form",C0087031,splenomegalie,C0038002
"morbus still , juvenile form",C0087031,polyserositis,C0151859
"morbus still , juvenile form",C0087031,lymphadenopathie,C0497156
"morbus still , juvenile form",C0087031,exanthem,C0015230
"morbus still , juvenile form",C0087031,fieber,C0015967
"morbus still , juvenile form",C0087031,lymphadenopathie,C0497156
"morbus still , juvenile form",C0087031,exanthem,C0015230
"morbus still , juvenile form",C0087031,intermittierendes fieber,C0277799
"morbus still , juvenile form",C0087031,serositis,C0036749
"morbus still , juvenile form",C0087031,perikarditis,C0031046
"morbus still , juvenile form",C0087031,"hepatomegalie , anderenorts nicht klassifiziert",C0495672
